id,type,src,dst,app,latency,message,ctime,size,buffer
42,LINK,136,138,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,165
43,LINK,139,141,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,166
44,LINK,142,144,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,167
45,LINK,146,148,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,168
46,LINK,149,151,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,169
47,LINK,152,154,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,170
48,LINK,155,157,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,171
50,LINK,162,164,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,172
51,LINK,165,167,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,173
52,LINK,168,170,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,174
53,LINK,172,174,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,175
54,LINK,175,177,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,176
55,LINK,178,180,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,177
56,LINK,181,183,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,178
57,LINK,185,187,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,179
59,LINK,191,193,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,180
60,LINK,194,196,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,181
61,LINK,198,200,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,182
62,LINK,201,203,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,183
63,LINK,204,206,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,184
64,LINK,207,209,EGG_GAME,1.000005,M.Self_State_Update,111.26315352479772,500,185
